iter	RMSE
179	0.09309546051
180	0.09289037882
181	0.0927478409
182	0.09246839048
183	0.09217711495
184	0.09212832556
185	0.09191722254
186	0.09186829468
187	0.09168821124
188	0.09165347755
189	0.09148546773
190	0.09130263556
191	0.09113503973
192	0.09109103302
193	0.09096374375
194	0.09089667561
195	0.09085477732
196	0.0907122019
197	0.09047485876
198	0.09043390466
199	0.09020892987
200	0.08982934379
201	0.08979908107
202	0.08950956703
203	0.0894967669
204	0.08921527147
205	0.08918955522
206	0.08905938021
207	0.08885662847
208	0.08869175564
209	0.08858525484
210	0.08843876745
211	0.08842446427
212	0.08820567002
213	0.0880128876
214	0.0878356261
215	0.08778514007
216	0.08775803183
217	0.08755174261
218	0.08734229934
219	0.08718023487
220	0.0869442547
221	0.08676361564
222	0.08659089751
223	0.08656583512
224	0.08635928268
225	0.08624685073
226	0.08621481012
227	0.08619032651
228	0.08608565888
229	0.08582102286
230	0.08560122597
231	0.0855204209
232	0.08536859971
233	0.08523400544
234	0.08518497964
235	0.08500891087
236	0.08490047713
237	0.08473081131
238	0.08450546896
239	0.08448849031
240	0.08431799105
241	0.08428896416
242	0.08405384545
243	0.08396120361
244	0.08388408327
245	0.08385658847
246	0.08369591644
247	0.08367049686
248	0.08360007609
249	0.08346861244
250	0.08345244544
251	0.08332293994
252	0.0832123826
253	0.083194608
254	0.08312975169
255	0.08310199414
256	0.08296132442
257	0.08275834868
258	0.08266549735
259	0.0825840377
260	0.08244552177
261	0.08220528055
262	0.0821462839
263	0.08198075642
264	0.08179945802
265	0.08167301039
266	0.08165481969
267	0.08149981894
268	0.08147012951
269	0.08138010777
270	0.08119080116
271	0.08101384478
272	0.08082118866
273	0.08072604934
274	0.08064145364
275	0.0804672681
276	0.08039506989
277	0.08018653669
278	0.08015273536
279	0.07997438346
280	0.07981389496
281	0.0796829346
282	0.07967963723
283	0.07955200018
284	0.07952476671
285	0.07936301494
286	0.07928702328
287	0.0792102785
288	0.07916295326
289	0.07902331855
290	0.07898413674
291	0.07896038724
292	0.07878132129
293	0.07875450494
294	0.0786838779
295	0.07853309823
296	0.0785232581
297	0.07844259525
298	0.07842091523
299	0.07833356082
300	0.07830748499
301	0.07823416754
302	0.07804863546
303	0.07800263771
304	0.07796491573
305	0.07782965788
306	0.07781110208
307	0.07779264523
308	0.07777935187
309	0.07755148341
310	0.0774038028
311	0.07732482074
312	0.07714478904
313	0.07687508441
314	0.07661799175
315	0.076400573
316	0.07639525261
317	0.07618897679
318	0.07595624747
319	0.07584321638
320	0.07578601046
321	0.07576133161
322	0.07554011608
323	0.07532336144
324	0.07531841297
325	0.07526811997
326	0.07521244013
327	0.0750376916
328	0.07498708439
329	0.07484236478
330	0.07481694169
331	0.07476729163
332	0.07475088118
333	0.07473962308
334	0.07465699711
335	0.07452242032
336	0.07451671245
337	0.07441640308
338	0.0744140461
339	0.07430117409
340	0.07426698447
341	0.07420520945
342	0.07418586922
343	0.07418551262
344	0.07397618727
345	0.07387019377
346	0.07379774782
347	0.07372839558
348	0.07368016067
349	0.07367975093
350	0.07354583232
351	0.07342518603
352	0.07341133367
353	0.07333275852
354	0.07332446044
355	0.07331991294
356	0.07330808715
357	0.07326939122
358	0.07324649517
359	0.07323735408
360	0.07323700407
361	0.07322125657
362	0.07321844041
363	0.07312923649
364	0.0730239275
365	0.07299914615
366	0.07291570391
367	0.07291559721
368	0.07287974523
369	0.07286716227
370	0.07282024184
371	0.07280316156
372	0.07274386036
373	0.07273994471
374	0.07273818917
375	0.07252171918
376	0.07238856138
377	0.07227464255
378	0.07223045232
379	0.07212038336
380	0.07210490466
381	0.071904304
382	0.07188010633
383	0.07174041955
384	0.07155762742
385	0.07151959929
386	0.0713851214
387	0.07128211809
388	0.07125227673
389	0.07103694979
390	0.07103214472
391	0.07098088676
392	0.07095168284
393	0.07089809761
394	0.0708661479
395	0.07081695201
396	0.07076881976
397	0.07069322506
398	0.07068233608
399	0.07067200271
400	0.07054488761
401	0.07053049893
402	0.07047010902
403	0.07034913721
404	0.0703232577
405	0.07027231603
406	0.07011614184
407	0.07000934973
408	0.06999560868
409	0.06999197719
410	0.06989544893
411	0.06987349897
412	0.06972366645
413	0.06966640889
414	0.0695260764
415	0.06937647893
416	0.06934266525
417	0.06930861375
418	0.0692592808
419	0.06916401368
420	0.06912642355
421	0.06903252735
422	0.06898729002
423	0.0688455538
424	0.06877013024
425	0.06867929114
426	0.06848655015
427	0.06835534082
428	0.06821788419
429	0.06817774957
430	0.06800949171
431	0.06793284984
432	0.06781149573
433	0.0677985943
434	0.06766111417
435	0.06759835964
436	0.06758359805
437	0.0675637683
438	0.06746033852
439	0.06739310438
440	0.06731241767
441	0.06723582937
442	0.06716758736
443	0.06714023209
444	0.06710272686
445	0.06694840417
446	0.06687624441
447	0.06676486105
448	0.06656321586
449	0.06638979908
450	0.06626880622
451	0.06624851936
452	0.06623119437
453	0.06621466545
454	0.06620831791
455	0.06620106053
456	0.06618017107
457	0.06603114827
458	0.06596728329
459	0.06595596731
460	0.06594504192
461	0.06575995445
462	0.06575315696
463	0.06569231552
464	0.06562656527
465	0.06556545223
466	0.06552475784
467	0.06538622082
468	0.06527694981
469	0.06526022527
470	0.06520507403
471	0.06516857252
472	0.06515273605
473	0.06511122596
474	0.06503450893
475	0.06498691153
476	0.06497222099
477	0.06490815256
478	0.06484695738
479	0.0647510342
480	0.06473636881
481	0.06472297891
482	0.06461152982
483	0.06450333459
484	0.06434839693
485	0.06429319979
486	0.06427588877
487	0.06426535835
488	0.06421435827
489	0.06415146104
490	0.06413395781
491	0.06410194714
492	0.0640336912
493	0.06393941005
494	0.06392527796
495	0.06389993978
496	0.06375892827
497	0.06368973551
498	0.06361681525
499	0.06355282977
05989857226

